"id","book","book_num","chapter","chapter_num","character","character_words","scene_description","writer","director","imdb_rating","new_scene","scene_id"
7707,"Earth",2,"City of Walls and Secrets",14,"Pong","You're the Avatar!  I heard you were in town.  I'm Pong.","[Side-view of gang.]","Tim Hedrick","Lauren MacMullan",8.7,0,2001
7707,"Earth",2,"City of Walls and Secrets",14,"Pong","You're the Avatar!  I heard you were in town.  I'm Pong.","[Overhead view.]","Tim Hedrick","Lauren MacMullan",8.7,0,2001
7708,"Earth",2,"City of Walls and Secrets",14,"Aang","Nice to meet you, Pong.","[Side-view of gang. Smiles.]","Tim Hedrick","Lauren MacMullan",8.7,0,2001
7709,"Earth",2,"City of Walls and Secrets",14,"Sokka","So, Pong, what's goin' on with this city? Why is everyone here so scared here to talk about the war?",NA,"Tim Hedrick","Lauren MacMullan",8.7,0,2001
7710,"Earth",2,"City of Walls and Secrets",14,"Pong","War? Scared? What do you mean?","[Frontal view. Shifts his eyes to the sides.]","Tim Hedrick","Lauren MacMullan",8.7,0,2001
7711,"Earth",2,"City of Walls and Secrets",14,"Toph","I can feel you shaking.","[Frontal view. Slightly annoyed.]","Tim Hedrick","Lauren MacMullan",8.7,0,2001
7712,"Earth",2,"City of Walls and Secrets",14,"Pong","Look, I'm just a minor government official.  I've waited three years to get this house. I don't want go get into trouble.","[Frontal view.]","Tim Hedrick","Lauren MacMullan",8.7,0,2001
7712,"Earth",2,"City of Walls and Secrets",14,"Pong","Look, I'm just a minor government official.  I've waited three years to get this house. I don't want go get into trouble.","[Looks to the sides to confirm that no one is present except them.]","Tim Hedrick","Lauren MacMullan",8.7,0,2001
7713,"Earth",2,"City of Walls and Secrets",14,"Katara","Get in trouble with who?!","[Tight side-view of the gang and Pong.]","Tim Hedrick","Lauren MacMullan",8.7,0,2001
7714,"Earth",2,"City of Walls and Secrets",14,"Pong","Shh, listen, you can't mention the War here.  And whatever you do, stay away from the Dai Li.","[Puts his finger on his mouth, and whispers.]","Tim Hedrick","Lauren MacMullan",8.7,0,2001
7714,"Earth",2,"City of Walls and Secrets",14,"Pong","Shh, listen, you can't mention the War here.  And whatever you do, stay away from the Dai Li.","[Overhead view.]","Tim Hedrick","Lauren MacMullan",8.7,0,2001
7716,"Earth",2,"City of Walls and Secrets",14,"Iroh","Would you like a pot of tea?",NA,"Tim Hedrick","Lauren MacMullan",8.7,0,2002
7717,"Earth",2,"City of Walls and Secrets",14,"Zuko","We've been working in a tea shop all day!  I'm sick of tea!","[Close-up of Jet.]","Tim Hedrick","Lauren MacMullan",8.7,0,2002
7717,"Earth",2,"City of Walls and Secrets",14,"Zuko","We've been working in a tea shop all day!  I'm sick of tea!","[View from the outside in to the window where Zuko lays on a bed.]","Tim Hedrick","Lauren MacMullan",8.7,0,2002
7718,"Earth",2,"City of Walls and Secrets",14,"Iroh","""Sick of tea?"" That's like being sick of breathing!  Have you seen the spark rocks to heat up the water?","[Pan across to Iroh through another window.]","Tim Hedrick","Lauren MacMullan",8.7,0,2002
7718,"Earth",2,"City of Walls and Secrets",14,"Iroh","""Sick of tea?"" That's like being sick of breathing!  Have you seen the spark rocks to heat up the water?","[He rummages through the cupboard beneath the counter, where he is standing. Close-up view of kettle.]","Tim Hedrick","Lauren MacMullan",8.7,0,2002
7719,"Earth",2,"City of Walls and Secrets",14,"Jet","They're not there.  You'll have to firebend, old man.  Where're you going?","[Side-view. Whispering to himself.]","Tim Hedrick","Lauren MacMullan",8.7,0,2002
7719,"Earth",2,"City of Walls and Secrets",14,"Jet","They're not there.  You'll have to firebend, old man.  Where're you going?","[Opens his fist to show some emerald colored rocks. Close-up side-view.]","Tim Hedrick","Lauren MacMullan",8.7,0,2002
7719,"Earth",2,"City of Walls and Secrets",14,"Jet","They're not there.  You'll have to firebend, old man.  Where're you going?","[He sees Iroh going inside, and narrows his eyes.]","Tim Hedrick","Lauren MacMullan",8.7,0,2002
7720,"Earth",2,"City of Walls and Secrets",14,"Iroh","I borrowed our neighbors'. Such kind people.","[View through window. Coming back to the counter.]","Tim Hedrick","Lauren MacMullan",8.7,0,2002
7722,"Earth",2,"City of Walls and Secrets",14,"Katara","I got it! I know how we're going to see the Earth King!",NA,"Tim Hedrick","Lauren MacMullan",8.7,0,2003
7723,"Earth",2,"City of Walls and Secrets",14,"Toph","How are we supposed to do that?  ""One doesn't just pop in on the Earth King!""","[Frontal view.]","Tim Hedrick","Lauren MacMullan",8.7,0,2003
7723,"Earth",2,"City of Walls and Secrets",14,"Toph","How are we supposed to do that?  ""One doesn't just pop in on the Earth King!""","[Mimicking Joo Dee.]","Tim Hedrick","Lauren MacMullan",8.7,0,2003
7724,"Earth",2,"City of Walls and Secrets",14,"Katara","The king is having a party at the palace tonight for his pet bear.","[Side-view of her and Aang. Reading from the papers.]","Tim Hedrick","Lauren MacMullan",8.7,0,2003
7725,"Earth",2,"City of Walls and Secrets",14,"Aang","You mean, platypus bear?",NA,"Tim Hedrick","Lauren MacMullan",8.7,0,2003
7726,"Earth",2,"City of Walls and Secrets",14,"Katara","No, it just says 'bear'.",NA,"Tim Hedrick","Lauren MacMullan",8.7,0,2003
7727,"Earth",2,"City of Walls and Secrets",14,"Sokka","Certainly you mean his pet skunk bear.","[Close-up view. He is lying upside down.]","Tim Hedrick","Lauren MacMullan",8.7,0,2003
7728,"Earth",2,"City of Walls and Secrets",14,"Toph","Or his armadillo bear.","[Frontal view.]","Tim Hedrick","Lauren MacMullan",8.7,0,2003
7729,"Earth",2,"City of Walls and Secrets",14,"Aang","Gopher bear?","[Frontal view.]","Tim Hedrick","Lauren MacMullan",8.7,0,2003
7730,"Earth",2,"City of Walls and Secrets",14,"Katara","Just ... bear.","[Side-view of room.]","Tim Hedrick","Lauren MacMullan",8.7,0,2003
7731,"Earth",2,"City of Walls and Secrets",14,"Toph","This place ... is weird.",NA,"Tim Hedrick","Lauren MacMullan",8.7,0,2003
7732,"Earth",2,"City of Walls and Secrets",14,"Katara","The palace will be packed. We can sneak in with the crowd!","[Growing excited again.]","Tim Hedrick","Lauren MacMullan",8.7,0,2003
7733,"Earth",2,"City of Walls and Secrets",14,"Toph","Won't work.","[Lies down.]","Tim Hedrick","Lauren MacMullan",8.7,0,2003
7734,"Earth",2,"City of Walls and Secrets",14,"Katara","Why not?","[Frontal view. Slightly confused.]","Tim Hedrick","Lauren MacMullan",8.7,0,2003
7735,"Earth",2,"City of Walls and Secrets",14,"Toph","Well, no offense to you simple country folk, but a real society crowd will spot you a mile away. You've got no manners!","[Over Katara's shoulder view.]","Tim Hedrick","Lauren MacMullan",8.7,0,2003
7735,"Earth",2,"City of Walls and Secrets",14,"Toph","Well, no offense to you simple country folk, but a real society crowd will spot you a mile away. You've got no manners!","[Takes a pastry from a bowl and eats it.]","Tim Hedrick","Lauren MacMullan",8.7,0,2003
7736,"Earth",2,"City of Walls and Secrets",14,"Katara","Excuse me? I've got no manners?! You're not exactly ""lady fancy fingers!""","[Frontal view.]","Tim Hedrick","Lauren MacMullan",8.7,0,2003
7737,"Earth",2,"City of Walls and Secrets",14,"Toph","I learned proper society behavior and chose to leave it.  You never learned anything. And frankly, it's a little too late.","[Burps. Over Katara's shoulder view.]","Tim Hedrick","Lauren MacMullan",8.7,0,2003
7737,"Earth",2,"City of Walls and Secrets",14,"Toph","I learned proper society behavior and chose to leave it.  You never learned anything. And frankly, it's a little too late.","[Throws the half eaten pastry to the side.]","Tim Hedrick","Lauren MacMullan",8.7,0,2003
7737,"Earth",2,"City of Walls and Secrets",14,"Toph","I learned proper society behavior and chose to leave it.  You never learned anything. And frankly, it's a little too late.","[She picks her nose and flicks the snot off her finger.]","Tim Hedrick","Lauren MacMullan",8.7,0,2003
7738,"Earth",2,"City of Walls and Secrets",14,"Sokka","Aha, but you learned it! You could teach us!","[Side-view of room. Excitedly.]","Tim Hedrick","Lauren MacMullan",8.7,0,2003
7739,"Earth",2,"City of Walls and Secrets",14,"Aang","Yeah, I'm mastering every element. How hard could manners be‌?",NA,"Tim Hedrick","Lauren MacMullan",8.7,0,2003
7741,"Earth",2,"City of Walls and Secrets",14,"Aang","Good evening, Mr. Sokka Water Tribe, Ms. Katara Water Tribe, Lord Momo of the Momo Dynasty. Your Momo-ness.","[Frontal view of Momo as he peeks at Aang from under the carpet and slightly bows.]","Tim Hedrick","Lauren MacMullan",8.7,0,2004
7742,"Earth",2,"City of Walls and Secrets",14,"Sokka","Avatar Aang, how do you do? Go on.","[Stands up also wearing a curtain like a robe. Mimicking a typical high class person.]","Tim Hedrick","Lauren MacMullan",8.7,0,2004
7744,"Earth",2,"City of Walls and Secrets",14,"Toph","Katara might be able to pull it off, but you two would be lucky to pass as busboys!",NA,"Tim Hedrick","Lauren MacMullan",8.7,0,2005
7746,"Earth",2,"City of Walls and Secrets",14,"Sokka","But I feel so fancy!","[Toph's snot falls on Sokka's forehead.]","Tim Hedrick","Lauren MacMullan",8.7,0,2006
7748,"Earth",2,"City of Walls and Secrets",14,"Aang","Earth!","[Closing his hands into a fist.]","Tim Hedrick","Lauren MacMullan",8.7,0,2007
7749,"Earth",2,"City of Walls and Secrets",14,"Sokka","Fire!","[Wriggling his hands.]","Tim Hedrick","Lauren MacMullan",8.7,0,2007
7751,"Earth",2,"City of Walls and Secrets",14,"Aang","Wow, you look beautiful.","[Stunned.]","Tim Hedrick","Lauren MacMullan",8.7,0,2008
7753,"Earth",2,"City of Walls and Secrets",14,"Toph","Don't talk to the commoners, Katara. First rule of society.",NA,"Tim Hedrick","Lauren MacMullan",8.7,0,2009
7755,"Earth",2,"City of Walls and Secrets",14,"Katara","We'll get in the party, and then find a way to let you in through the side gate.","[To Sokka and Aang.]","Tim Hedrick","Lauren MacMullan",8.7,0,2010
7757,"Earth",2,"City of Walls and Secrets",14,"Smellerbee","Jet, we need to talk.",NA,"Tim Hedrick","Lauren MacMullan",8.7,0,2011
7758,"Earth",2,"City of Walls and Secrets",14,"Jet","What‌? Oh great, it's you guys. Where have you been‌?  I could use some help with surveillance here!","[Overhead view of alley.]","Tim Hedrick","Lauren MacMullan",8.7,0,2011
7759,"Earth",2,"City of Walls and Secrets",14,"Smellerbee","We've been talking,  and we think you're becoming obsessed with this. It's not healthy.","[Cut to side-view of the threesome, tea shop in background.]","Tim Hedrick","Lauren MacMullan",8.7,0,2011
7760,"Earth",2,"City of Walls and Secrets",14,"Jet","Oh, really? You both think this?","[Close-up shot.]","Tim Hedrick","Lauren MacMullan",8.7,0,2011
7762,"Earth",2,"City of Walls and Secrets",14,"Smellerbee","We came here to make a fresh start. But you won't let this go. Even though there is no real proof!",NA,"Tim Hedrick","Lauren MacMullan",8.7,0,2012
7763,"Earth",2,"City of Walls and Secrets",14,"Jet","Well, maybe if you'd help me!",NA,"Tim Hedrick","Lauren MacMullan",8.7,0,2012
7764,"Earth",2,"City of Walls and Secrets",14,"Smellerbee","Jet, you gotta stop this.","[Side-view of threesome.]","Tim Hedrick","Lauren MacMullan",8.7,0,2012
7765,"Earth",2,"City of Walls and Secrets",14,"Jet","Maybe you've forgotten why we need to start over.  Maybe you've forgotten about how the Fire Nation left us all homeless‌. How they wiped out all the people we loved. If you don't want to help me, I'll get the evidence on my own.","[View of Longshot and Smellerbee from behind Jet. Longshot and Smellerbee look down, guiltily.]","Tim Hedrick","Lauren MacMullan",8.7,0,2012
7765,"Earth",2,"City of Walls and Secrets",14,"Jet","Maybe you've forgotten why we need to start over.  Maybe you've forgotten about how the Fire Nation left us all homeless‌. How they wiped out all the people we loved. If you don't want to help me, I'll get the evidence on my own.","[He goes toward the tea shop.]","Tim Hedrick","Lauren MacMullan",8.7,0,2012
7767,"Earth",2,"City of Walls and Secrets",14,"Customer","This is the best tea in the city!",NA,"Tim Hedrick","Lauren MacMullan",8.7,0,2013
7768,"Earth",2,"City of Walls and Secrets",14,"Iroh","The secret ingredient is love.","[Frontal view.]","Tim Hedrick","Lauren MacMullan",8.7,0,2013
7768,"Earth",2,"City of Walls and Secrets",14,"Iroh","The secret ingredient is love.","[He waves a hand through the steam coming from the teapot and walks toward the back of the shop where the owner is, while Zuko gives him a disgusted look.]","Tim Hedrick","Lauren MacMullan",8.7,0,2013
7769,"Earth",2,"City of Walls and Secrets",14,"Pao","I think you're due for a raise.","[Side-view. Turning to Iroh.]","Tim Hedrick","Lauren MacMullan",8.7,0,2013
7771,"Earth",2,"City of Walls and Secrets",14,"Jet","I'm tired of waiting!  These two men are firebenders!","[Pointing an accusing finger at Iroh and Zuko.]","Tim Hedrick","Lauren MacMullan",8.7,0,2014
7773,"Earth",2,"City of Walls and Secrets",14,"Jet","I know they're firebenders, I saw the old man heating his tea!",NA,"Tim Hedrick","Lauren MacMullan",8.7,0,2015
7774,"Earth",2,"City of Walls and Secrets",14,"Customer","He works in a tea shop.","[Frontal view. Bleakly.]","Tim Hedrick","Lauren MacMullan",8.7,0,2015
7775,"Earth",2,"City of Walls and Secrets",14,"Jet","He's a firebender! I'm telling you!","[Frontal view.]","Tim Hedrick","Lauren MacMullan",8.7,0,2015
7776,"Earth",2,"City of Walls and Secrets",14,"Customer","Drop your swords, boy. Nice and easy.","[Frontal view. Stands up, along with another man.]","Tim Hedrick","Lauren MacMullan",8.7,0,2015
7777,"Earth",2,"City of Walls and Secrets",14,"Jet","You'll have to defend yourself. Then everyone will know. Go ahead, show them what you can do.","[Frontal view. To Zuko.]","Tim Hedrick","Lauren MacMullan",8.7,0,2015
7779,"Earth",2,"City of Walls and Secrets",14,"Zuko","You want a show? I'll give you a show!",NA,"Tim Hedrick","Lauren MacMullan",8.7,0,2016
7781,"Earth",2,"City of Walls and Secrets",14,"Guard","Invitation please.",NA,"Tim Hedrick","Lauren MacMullan",8.7,0,2017
7782,"Earth",2,"City of Walls and Secrets",14,"Toph","I think this will do.","[Formally.]","Tim Hedrick","Lauren MacMullan",8.7,0,2017
7784,"Earth",2,"City of Walls and Secrets",14,"Guard","No entry without an invitation. Step out of line, please.",NA,"Tim Hedrick","Lauren MacMullan",8.7,0,2018
7785,"Earth",2,"City of Walls and Secrets",14,"Toph","Look, the Pangs and the Yum Soon Hans are waiting in there for us! I'm going to have to tell them who didn't let me in.","[Irritated.]","Tim Hedrick","Lauren MacMullan",8.7,0,2018
7786,"Earth",2,"City of Walls and Secrets",14,"Guard","Step out of line please.","[Unyielding.]","Tim Hedrick","Lauren MacMullan",8.7,0,2018
7788,"Earth",2,"City of Walls and Secrets",14,"Katara","Sir, I'm sorry to bother you, but my cousin lost our invitations.  She's blind.  Do you think you could help us? Our family's inside and I'm sure they're very worried.","[Side-view.]","Tim Hedrick","Lauren MacMullan",8.7,0,2019
7788,"Earth",2,"City of Walls and Secrets",14,"Katara","Sir, I'm sorry to bother you, but my cousin lost our invitations.  She's blind.  Do you think you could help us? Our family's inside and I'm sure they're very worried.","[Whispering.]","Tim Hedrick","Lauren MacMullan",8.7,0,2019
7788,"Earth",2,"City of Walls and Secrets",14,"Katara","Sir, I'm sorry to bother you, but my cousin lost our invitations.  She's blind.  Do you think you could help us? Our family's inside and I'm sure they're very worried.","[Again, normally.]","Tim Hedrick","Lauren MacMullan",8.7,0,2019
7789,"Earth",2,"City of Walls and Secrets",14,"Long Feng","I am honored, please come with me.","[Close-up view as he smiles and bows his head.]","Tim Hedrick","Lauren MacMullan",8.7,0,2019
7791,"Earth",2,"City of Walls and Secrets",14,"Older guest","He's taking all the good stuff!",NA,"Tim Hedrick","Lauren MacMullan",8.7,0,2020
7792,"Earth",2,"City of Walls and Secrets",14,"Younger guest","Quiet! You don't know what I had to do to get seats this near the bear!",NA,"Tim Hedrick","Lauren MacMullan",8.7,0,2020
7794,"Earth",2,"City of Walls and Secrets",14,"Long Feng","It's beautiful, isn't it?  By the way, I'm Long Feng. I'm a cultural minister to the king.","[Close-up shot. Turning to the girls.]","Tim Hedrick","Lauren MacMullan",8.7,0,2021
