"id","book","book_num","chapter","chapter_num","character","character_words","scene_description","writer","director","imdb_rating","new_scene","scene_id"
7528,"Earth",2,"The Drill",13,"Aang","Maybe we don't need to cut all the way through. Toph has been teaching me that you shouldn't give one hundred percent of your energy into any one strike.  Sokka, take a fighting stance. You've got to be quick and accurate. Hit a series of points and break your opponent's stance.  And when he's reeling back, you deliver the final blow.  His own weight becomes his downfall, literally.","[Struck with realization.]","Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1943
7528,"Earth",2,"The Drill",13,"Aang","Maybe we don't need to cut all the way through. Toph has been teaching me that you shouldn't give one hundred percent of your energy into any one strike.  Sokka, take a fighting stance. You've got to be quick and accurate. Hit a series of points and break your opponent's stance.  And when he's reeling back, you deliver the final blow.  His own weight becomes his downfall, literally.","[Rises.]","Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1943
7528,"Earth",2,"The Drill",13,"Aang","Maybe we don't need to cut all the way through. Toph has been teaching me that you shouldn't give one hundred percent of your energy into any one strike.  Sokka, take a fighting stance. You've got to be quick and accurate. Hit a series of points and break your opponent's stance.  And when he's reeling back, you deliver the final blow.  His own weight becomes his downfall, literally.","[Strikes Sokka several times.]","Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1943
7528,"Earth",2,"The Drill",13,"Aang","Maybe we don't need to cut all the way through. Toph has been teaching me that you shouldn't give one hundred percent of your energy into any one strike.  Sokka, take a fighting stance. You've got to be quick and accurate. Hit a series of points and break your opponent's stance.  And when he's reeling back, you deliver the final blow.  His own weight becomes his downfall, literally.","[Hits him softly on the head.]","Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1943
7530,"Earth",2,"The Drill",13,"Katara","So we just need to weaken the braces, instead of cutting all the way through.",NA,"Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1944
7531,"Earth",2,"The Drill",13,"Aang","Then I'll go to the top of this thing and deliver the final blow.",NA,"Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1944
7532,"Earth",2,"The Drill",13,"Sokka","And boom! It all comes crashing down!","[Rising.]","Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1944
7533,"Earth",2,"The Drill",13,"Aang","Everyone inside that wall. The whole world is counting on us.",NA,"Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1944
7534,"Earth",2,"The Drill",13,"Sokka","The whole world minus the Fire Nation that is.",NA,"Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1944
7536,"Earth",2,"The Drill",13,"Toph","C'mon, Twinkle Toes, hurry up!","[Straining as the drill continues to push her back.]","Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1945
7538,"Earth",2,"The Drill",13,"Aang","That's enough! We need to get to the next one!",NA,"Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1946
7540,"Earth",2,"The Drill",13,"Engineer","War Minister, an engineer was ambushed! His schematics were stolen!",NA,"Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1947
7542,"Earth",2,"The Drill",13,"Second Engineer","War Minister, a brace on the starboard side has been cut clean through! It's sabotage, sir!",NA,"Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1948
7543,"Earth",2,"The Drill",13,"Azula","Let's go, ladies!","[Sharply.]","Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1948
7545,"Earth",2,"The Drill",13,"Sokka","Good work, Team Avatar! Now Aang just needs to ...  duck!","[Glances up in horror.]","Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1949
7547,"Earth",2,"The Drill",13,"Aang","Whoa!","[Barely misses another fire blast.]","Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1950
7548,"Earth",2,"The Drill",13,"Ty Lee","Wow, Azula, you were right! It is the Avatar!  ... and friends.","[Cut to a close-up of Ty Lee; she smiles flirtatiously at Sokka.]","Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1950
7549,"Earth",2,"The Drill",13,"Sokka","Hey.","[Smiles and waves.]","Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1950
7551,"Earth",2,"The Drill",13,"Aang","Guys, get out of here. I know what I need to do.",NA,"Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1951
7552,"Earth",2,"The Drill",13,"Katara","Wait.  You need this water more than I do!","[Throws him her water skin.]","Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1951
7554,"Earth",2,"The Drill",13,"Azula","Follow them! The Avatar's mine!",NA,"Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1952
7556,"Earth",2,"The Drill",13,"Katara","Slurry pipeline? What does that mean?","[Reads a sign nearby, while Sokka struggles to open the hatch.]","Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1953
7557,"Earth",2,"The Drill",13,"Sokka","It's rock and water mixed together. It means our way out!","[Having successfully opened hatch which leads to a canal channeling slurry.]","Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1953
7559,"Earth",2,"The Drill",13,"Mai","Ugh, disgusting!","[Holds her hands over the slurry.]","Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1954
7560,"Earth",2,"The Drill",13,"Ty Lee","C'mon! You heard Azula. We have to follow them!",NA,"Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1954
7561,"Earth",2,"The Drill",13,"Mai","She can shoot all the lightning she wants at me. I am not going in that wall sludge juice.","[Shivers in disgust.]","Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1954
7563,"Earth",2,"The Drill",13,"Katara","Why don't you try blocking my chi now, circus freak?","[Hatefully and tauntingly.]","Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1955
7564,"Earth",2,"The Drill",13,"Sokka","Katara, keep that up. The pressure will build up in the drill. Then when Aang delivers the final blow, it'll be ready to pop!",NA,"Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1955
7566,"Earth",2,"The Drill",13,"Aang","This looks like a good spot, Momo.  General Sung, tell your soldiers to stop shooting rocks down here!","[Halting.]","Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1956
7566,"Earth",2,"The Drill",13,"Aang","This looks like a good spot, Momo.  General Sung, tell your soldiers to stop shooting rocks down here!","[Looks up to find boulders being hurtled down the wall, nearly crushing him. Yelling.]","Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1956
7567,"Earth",2,"The Drill",13,"General Sung","Soldiers, whatever you do, don't stop shooting rocks down there!","[Frantically.]","Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1956
7569,"Earth",2,"The Drill",13,"Sokka","Good technique, little sister! Keep it up! Don't forget to breathe!",NA,"Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1957
7570,"Earth",2,"The Drill",13,"Katara","You know, I'm just about sick and tired of you telling me what to do all day! You're like a chattering hog-monkey!","[Irritated.]","Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1957
7571,"Earth",2,"The Drill",13,"Sokka","Just bend the slurry, woman!","[Screaming.]","Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1957
7573,"Earth",2,"The Drill",13,"Toph","You guys need some help?","[Approaching Katara.]","Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1958
7574,"Earth",2,"The Drill",13,"Katara","Toph, help me plug up this drain.",NA,"Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1958
7576,"Earth",2,"The Drill",13,"Aang","What I'd give to be a metalbender.","[Exhausted.]","Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1959
7578,"Earth",2,"The Drill",13,"Aang","Momo, get out of here!","[Assuming a fighting stance.]","Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1960
7580,"Earth",2,"The Drill",13,"Aang","Thanks, Momo. I owe you one.  Now all I need ...  Actually, that is what I need for once.","[Runs over to the wedge he sliced in the drill.]","Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1961
7580,"Earth",2,"The Drill",13,"Aang","Thanks, Momo. I owe you one.  Now all I need ...  Actually, that is what I need for once.","[A boulder falls before him.]","Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1961
7582,"Earth",2,"The Drill",13,"Sokka","Woohoo!",NA,"Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1962
7583,"Earth",2,"The Drill",13,"Toph","Here it comes!",NA,"Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1962
7585,"Earth",2,"The Drill",13,"Mai","We lost.","[Dryly.]","Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1963
7587,"Earth",2,"The Drill",13,"Train conductor","Last call for Ba Sing Se!",NA,"Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1964
7589,"Earth",2,"The Drill",13,"Smellerbee","Jet, relax. So the old guy had some hot tea. Big deal.",NA,"Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1965
7590,"Earth",2,"The Drill",13,"Jet","He heated it himself!  Those guys are firebenders!","[Darkly.]","Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1965
7592,"Earth",2,"The Drill",13,"Iroh","What a handsome baby.","[Strokes the infant.]","Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1966
7593,"Earth",2,"The Drill",13,"Ying","Thank you.",NA,"Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1966
7595,"Earth",2,"The Drill",13,"Sokka","I just want to say, good effort out there today, Team Avatar!",NA,"Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1967
7596,"Earth",2,"The Drill",13,"Katara","Enough with the Team Avatar stuff. No matter how many times you say it, it's not going to catch on.","[Unamused.]","Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1967
7597,"Earth",2,"The Drill",13,"Sokka","How about ...  the Boomeraang Squad! See it's good because it's got ""Aang"" in it. Boomeraang.","[Pulls out boomerang.]","Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1967
7598,"Earth",2,"The Drill",13,"Aang","I kind of like that one.","[Grins.]","Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1967
7599,"Earth",2,"The Drill",13,"Katara","Let's talk about this on our way into the city.","[Begins walking away.]","Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1967
7600,"Earth",2,"The Drill",13,"Sokka","The Aang Gang?",NA,"Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1967
7601,"Earth",2,"The Drill",13,"Katara","Sokka ...",NA,"Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1967
7602,"Earth",2,"The Drill",13,"Sokka","The Fearsome Foursome?",NA,"Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1967
7603,"Earth",2,"The Drill",13,"Toph","You're crazy.","[Also walking away.]","Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1967
7604,"Earth",2,"The Drill",13,"Sokka","Why? We're fearsome!",NA,"Michael Dante DiMartino, Bryan Konietzko","Giancarlo Volpe",9,0,1967
7608,"Earth",2,"City of Walls and Secrets",14,"Katara","Look, the Inner Wall!  I can't believe we finally made it to Ba Sing Se in one piece.","[Excitedly.]","Tim Hedrick","Lauren MacMullan",8.7,0,1970
7608,"Earth",2,"City of Walls and Secrets",14,"Katara","Look, the Inner Wall!  I can't believe we finally made it to Ba Sing Se in one piece.","[Cut to a shot of the monorail approaching the wall. Cut back inside monorail.]","Tim Hedrick","Lauren MacMullan",8.7,0,1970
7609,"Earth",2,"City of Walls and Secrets",14,"Sokka","Hey, don't jinx it! We can still be attacked by some giant exploding Fire Nation spoon. Or find out the city's been submerged in an ocean full of killer shrimp!","[Slightly skeptically.]","Tim Hedrick","Lauren MacMullan",8.7,0,1970
7610,"Earth",2,"City of Walls and Secrets",14,"Toph","You been hitting the cactus juice again?","[Slightly annoyed, yet still jokingly.]","Tim Hedrick","Lauren MacMullan",8.7,0,1970
7611,"Earth",2,"City of Walls and Secrets",14,"Sokka","I'm just sayin', weird stuff happens to us.",NA,"Tim Hedrick","Lauren MacMullan",8.7,0,1970
7613,"Earth",2,"City of Walls and Secrets",14,"Katara","Don't worry Aang, we'll find Appa.","[Sympathetically.]","Tim Hedrick","Lauren MacMullan",8.7,0,1971
7614,"Earth",2,"City of Walls and Secrets",14,"Aang","It's such a big city.","[Doubtfully.]","Tim Hedrick","Lauren MacMullan",8.7,0,1971
7615,"Earth",2,"City of Walls and Secrets",14,"Sokka","He's a giant bison! Where could someone possibly hide him?","[Somewhat optimistically.]","Tim Hedrick","Lauren MacMullan",8.7,0,1971
7617,"Earth",2,"City of Walls and Secrets",14,"Sokka","Oh.","[Realizing the city's gigantic size.]","Tim Hedrick","Lauren MacMullan",8.7,0,1972
7619,"Earth",2,"City of Walls and Secrets",14,"Toph","Back in the city. Great.","[Sighs.]","Tim Hedrick","Lauren MacMullan",8.7,0,1973
7620,"Earth",2,"City of Walls and Secrets",14,"Sokka","What's the problem? It's amazing!","[Excitedly.]","Tim Hedrick","Lauren MacMullan",8.7,0,1973
7621,"Earth",2,"City of Walls and Secrets",14,"Toph","It's just a bunch of walls and rules. You wait, you'll get sick of it in a couple of days.","[Shot shows Sokka and Toph with Momo resting on her shoulder.]","Tim Hedrick","Lauren MacMullan",8.7,0,1973
7623,"Earth",2,"City of Walls and Secrets",14,"Aang","I'm comin' for ya, buddy.  He's here; I can feel it.","[Katara walks over to the downtrodden Aang, and places her hand on his shoulder. More confidently.]","Tim Hedrick","Lauren MacMullan",8.7,0,1974
7625,"Earth",2,"City of Walls and Secrets",14,"Joo Dee","Hello, my name is Joo Dee! I have been given the great honor of showing the Avatar around Ba Sing Se. And you must be Sokka, Katara, and Toph! Welcome to our wonderful city. Shall we get started?","[Excited.]","Tim Hedrick","Lauren MacMullan",8.7,0,1975
7626,"Earth",2,"City of Walls and Secrets",14,"Sokka","Yes. We have information about the Fire Nation army that we need to deliver to the Earth King, immediately.",NA,"Tim Hedrick","Lauren MacMullan",8.7,0,1975
7627,"Earth",2,"City of Walls and Secrets",14,"Joo Dee","Great! Let's begin our tour. And then I'll show you to your new home here. I think you'll like it!",NA,"Tim Hedrick","Lauren MacMullan",8.7,0,1975
7628,"Earth",2,"City of Walls and Secrets",14,"Sokka","Ugh!  Maybe you missed what I said. We need to talk to the king about the War, it's important.","[Slightly annoyed.]","Tim Hedrick","Lauren MacMullan",8.7,0,1975
7628,"Earth",2,"City of Walls and Secrets",14,"Sokka","Ugh!  Maybe you missed what I said. We need to talk to the king about the War, it's important.","[Walks up to Joo Dee.]","Tim Hedrick","Lauren MacMullan",8.7,0,1975
7629,"Earth",2,"City of Walls and Secrets",14,"Joo Dee","You're in Ba Sing Se now. Everyone is safe here.","[Close-up on Joo Dee's face.]","Tim Hedrick","Lauren MacMullan",8.7,0,1975
7631,"Earth",2,"City of Walls and Secrets",14,"Joo Dee","This is the Lower Ring.",NA,"Tim Hedrick","Lauren MacMullan",8.7,0,1976
7632,"Earth",2,"City of Walls and Secrets",14,"Katara","What's that wall for?",NA,"Tim Hedrick","Lauren MacMullan",8.7,0,1976
7633,"Earth",2,"City of Walls and Secrets",14,"Joo Dee","Oh, Ba Sing Se has many walls! There are the ones outside protecting us, and the ones inside, that help maintain order.  This is where our newest arrivals live, as well as our craftsman and artisans, people that work with their hands.  It's so quaint and lively!","[Shot changes to outside the carriage as the camera pans across some refugees.]","Tim Hedrick","Lauren MacMullan",8.7,0,1976
7633,"Earth",2,"City of Walls and Secrets",14,"Joo Dee","Oh, Ba Sing Se has many walls! There are the ones outside protecting us, and the ones inside, that help maintain order.  This is where our newest arrivals live, as well as our craftsman and artisans, people that work with their hands.  It's so quaint and lively!","[Shot changes back to inside the carriage.]","Tim Hedrick","Lauren MacMullan",8.7,0,1976
7635,"Earth",2,"City of Walls and Secrets",14,"Joo Dee","You do want to watch your step, though.","[Nervously.]","Tim Hedrick","Lauren MacMullan",8.7,0,1977
7636,"Earth",2,"City of Walls and Secrets",14,"Katara","Why do they have all these poor people blocked off in one part of the city?","[Nervous look on her face.]","Tim Hedrick","Lauren MacMullan",8.7,0,1977
7637,"Earth",2,"City of Walls and Secrets",14,"Aang","This is why I never came here before. I always heard it was so different from the way the monks taught us to live.","[Upset and somewhat bored.]","Tim Hedrick","Lauren MacMullan",8.7,0,1977
7637,"Earth",2,"City of Walls and Secrets",14,"Aang","This is why I never came here before. I always heard it was so different from the way the monks taught us to live.","[Looks out the window.]","Tim Hedrick","Lauren MacMullan",8.7,0,1977
7639,"Earth",2,"City of Walls and Secrets",14,"Iroh","I just want our place to look nice, in case someone brings home a lady friend!","[He gives Zuko a nudge with the elbow.]","Tim Hedrick","Lauren MacMullan",8.7,0,1978
7640,"Earth",2,"City of Walls and Secrets",14,"Zuko","This city is a prison. I don't want to make a life here.","[Bleakly.]","Tim Hedrick","Lauren MacMullan",8.7,0,1978
7642,"Earth",2,"City of Walls and Secrets",14,"Iroh","Life happens wherever you are, whether you make it or not. Now come on, I found us some new jobs, and we start this afternoon!",NA,"Tim Hedrick","Lauren MacMullan",8.7,0,1979
7644,"Earth",2,"City of Walls and Secrets",14,"Jet","Look at them, firebenders living right under everyone's nose.",NA,"Tim Hedrick","Lauren MacMullan",8.7,0,1980
7646,"Earth",2,"City of Walls and Secrets",14,"Smellerbee","Jet, you saw a man with a hot cup of tea. It doesn't prove he's a firebender. And what if he is, are we supposed to attack them‌? I thought we were starting over here, changing our ways.",NA,"Tim Hedrick","Lauren MacMullan",8.7,0,1981
7647,"Earth",2,"City of Walls and Secrets",14,"Jet","We are. When I get the evidence I need, I'll report them to the police and let them handle it.  Ok‌ay?","[Walks forward a bit and turns his head to face the pair.]","Tim Hedrick","Lauren MacMullan",8.7,0,1981
7649,"Earth",2,"City of Walls and Secrets",14,"Joo Dee","This is the Middle Ring of Ba Sing Se, home to the financial district, shops and restaurants, and the university.",NA,"Tim Hedrick","Lauren MacMullan",8.7,0,1982
7651,"Earth",2,"City of Walls and Secrets",14,"Sokka","Yeah, we met a professor from the Ba Sing Se University. He took us to an ancient underground library where we discovered information about the war that is  absolutely crucial for the Earth King to hear!","[Cut to inside carriage. Leaning toward Joo Dee, losing his patience.]","Tim Hedrick","Lauren MacMullan",8.7,0,1983
7652,"Earth",2,"City of Walls and Secrets",14,"Joo Dee","Isn't history fascinating? Look, here's one of the oldest buildings in the Middle Ring, Town Hall!","[Smiling; excitedly.]","Tim Hedrick","Lauren MacMullan",8.7,0,1983
7654,"Earth",2,"City of Walls and Secrets",14,"Sokka","Is that woman deaf? She only seems to hear every other word I say.",NA,"Tim Hedrick","Lauren MacMullan",8.7,0,1984
7655,"Earth",2,"City of Walls and Secrets",14,"Toph","It's called ""being handled"". Get used to it.","[Crosses her arms as everyone else glares sadly at Sokka.]","Tim Hedrick","Lauren MacMullan",8.7,0,1984
7657,"Earth",2,"City of Walls and Secrets",14,"Pao","Well, you certainly look like official tea servers.  How do you feel‌?","[Cut to close-up of Pao.]","Tim Hedrick","Lauren MacMullan",8.7,0,1985
7659,"Earth",2,"City of Walls and Secrets",14,"Zuko","Ridiculous.","[Annoyed.]","Tim Hedrick","Lauren MacMullan",8.7,0,1986
7660,"Earth",2,"City of Walls and Secrets",14,"Iroh","Uh, does this possibly come in a larger size?","[Cut to a view behind Iroh with the apron strings not quite long enough to tie.]","Tim Hedrick","Lauren MacMullan",8.7,0,1986
7662,"Earth",2,"City of Walls and Secrets",14,"Pao","I have extra string in the back. Have some tea while you wait!",NA,"Tim Hedrick","Lauren MacMullan",8.7,0,1987
7664,"Earth",2,"City of Walls and Secrets",14,"Iroh","Blech!  This tea is nothing more than hot leaf juice!","[Quickly holds the cup at a distance.]","Tim Hedrick","Lauren MacMullan",8.7,0,1988
7664,"Earth",2,"City of Walls and Secrets",14,"Iroh","Blech!  This tea is nothing more than hot leaf juice!","[Looks at it in disgust.]","Tim Hedrick","Lauren MacMullan",8.7,0,1988
7665,"Earth",2,"City of Walls and Secrets",14,"Zuko","Uncle, that's what all tea is.","[Iroh closely examines his cup. In an annoyed tone.]","Tim Hedrick","Lauren MacMullan",8.7,0,1988
7666,"Earth",2,"City of Walls and Secrets",14,"Iroh","How could a member of my own family say something so horrible?! We'll have to make some major changes around here.","[Angrily.]","Tim Hedrick","Lauren MacMullan",8.7,0,1988
7668,"Earth",2,"City of Walls and Secrets",14,"Joo Dee","The Upper Ring is home to our most important citizens. Your house is not too far from here!",NA,"Tim Hedrick","Lauren MacMullan",8.7,0,1989
7670,"Earth",2,"City of Walls and Secrets",14,"Katara","What's inside that wall?","[Close-up.]","Tim Hedrick","Lauren MacMullan",8.7,0,1990
7672,"Earth",2,"City of Walls and Secrets",14,"Sokka","And who're the mean-looking guys in robes?",NA,"Tim Hedrick","Lauren MacMullan",8.7,0,1991
7673,"Earth",2,"City of Walls and Secrets",14,"Joo Dee","Inside is the Royal Palace. Those men are agents of the Dai Li, the cultural authority of Ba Sing Se. They are the guardians of all our traditions!",NA,"Tim Hedrick","Lauren MacMullan",8.7,0,1991
7674,"Earth",2,"City of Walls and Secrets",14,"Aang","Can we see the king now?","[Close-up view. Bored and annoyed.]","Tim Hedrick","Lauren MacMullan",8.7,0,1991
7675,"Earth",2,"City of Walls and Secrets",14,"Joo Dee","Oh no, one doesn't just pop in on the Earth King!","[Close-up view.]","Tim Hedrick","Lauren MacMullan",8.7,0,1991
7677,"Earth",2,"City of Walls and Secrets",14,"Joo Dee","Here we are! Your new home.",NA,"Tim Hedrick","Lauren MacMullan",8.7,0,1992
7679,"Earth",2,"City of Walls and Secrets",14,"Joo Dee","More good news! Your request for an audience with the Earth King is being processed, and should be put through in about month.  Much more quickly than usual!","[Close-up view.]","Tim Hedrick","Lauren MacMullan",8.7,0,1993
7679,"Earth",2,"City of Walls and Secrets",14,"Joo Dee","More good news! Your request for an audience with the Earth King is being processed, and should be put through in about month.  Much more quickly than usual!","[Cut to behind the gang looking down at Joo Dee.]","Tim Hedrick","Lauren MacMullan",8.7,0,1993
7680,"Earth",2,"City of Walls and Secrets",14,"Sokka","A month?","[Close-up view of Team Avatar. Surprised.]","Tim Hedrick","Lauren MacMullan",8.7,0,1993
7681,"Earth",2,"City of Walls and Secrets",14,"Joo Dee","Six to eight weeks, actually.","[Close-up view. Smiling widely.]","Tim Hedrick","Lauren MacMullan",8.7,0,1993
7681,"Earth",2,"City of Walls and Secrets",14,"Joo Dee","Six to eight weeks, actually.","[Closes her eyes and grins.]","Tim Hedrick","Lauren MacMullan",8.7,0,1993
7683,"Earth",2,"City of Walls and Secrets",14,"Joo Dee","Isn't it nice? I think you'll really enjoy it here.","[Close-up side-view.]","Tim Hedrick","Lauren MacMullan",8.7,0,1994
7684,"Earth",2,"City of Walls and Secrets",14,"Sokka","I think we would enjoy it more if we weren't staying for so long. Can't we see the Earth King any sooner?","[Cut to view of entire room from the back.]","Tim Hedrick","Lauren MacMullan",8.7,0,1994
7685,"Earth",2,"City of Walls and Secrets",14,"Joo Dee","The Earth King is very busy running the finest city in the world!  But he will see you as soon as time permits.","[Close-up view over Sokka's shoulder. Smiling.]","Tim Hedrick","Lauren MacMullan",8.7,0,1994
7685,"Earth",2,"City of Walls and Secrets",14,"Joo Dee","The Earth King is very busy running the finest city in the world!  But he will see you as soon as time permits.","[Close-up on Sokka, as an annoyed expression covers his face.]","Tim Hedrick","Lauren MacMullan",8.7,0,1994
7686,"Earth",2,"City of Walls and Secrets",14,"Aang","If we're going to be here for a month, we should spend our time looking for Appa.","[Cut to Momo and Aang. Aang turns to look out the window determined.]","Tim Hedrick","Lauren MacMullan",8.7,0,1994
7686,"Earth",2,"City of Walls and Secrets",14,"Aang","If we're going to be here for a month, we should spend our time looking for Appa.","[At the sound of Appa's name, Momo wakes up.]","Tim Hedrick","Lauren MacMullan",8.7,0,1994
7687,"Earth",2,"City of Walls and Secrets",14,"Joo Dee","I'd like to escort you anywhere you'd like to go.","[Side-view of Aang with Joo Dee behind. Bows.]","Tim Hedrick","Lauren MacMullan",8.7,0,1994
7688,"Earth",2,"City of Walls and Secrets",14,"Toph","We don't need a babysitter.","[Cut to Katara and Toph. Annoyed.]","Tim Hedrick","Lauren MacMullan",8.7,0,1994
7690,"Earth",2,"City of Walls and Secrets",14,"Joo Dee","Oh, I won't get in the way.  And to leave you alone would make me a bad host!  Where shall we start?","[She takes a step, blocking Toph's path.]","Tim Hedrick","Lauren MacMullan",8.7,0,1995
7690,"Earth",2,"City of Walls and Secrets",14,"Joo Dee","Oh, I won't get in the way.  And to leave you alone would make me a bad host!  Where shall we start?","[Close-up of Toph, from behind, with Joo Dee in front.]","Tim Hedrick","Lauren MacMullan",8.7,0,1995
7692,"Earth",2,"City of Walls and Secrets",14,"Pet store owner","I'm sorry, but I haven't heard anything about a flying bison. I didn't even know there were any.","[Close-up shot.]","Tim Hedrick","Lauren MacMullan",8.7,0,1996
7693,"Earth",2,"City of Walls and Secrets",14,"Aang","If someone wanted to sell a stolen animal without anyone knowing, where would they go‌?","[Cut to shot of Aang and Sokka, Joo Dee lurking behind.]","Tim Hedrick","Lauren MacMullan",8.7,0,1996
7694,"Earth",2,"City of Walls and Secrets",14,"Sokka","Where's the black market? Who runs it?  Come on, you know!","[Slightly frustrated.]","Tim Hedrick","Lauren MacMullan",8.7,0,1996
7694,"Earth",2,"City of Walls and Secrets",14,"Sokka","Where's the black market? Who runs it?  Come on, you know!","[Pointing at him accusingly.]","Tim Hedrick","Lauren MacMullan",8.7,0,1996
7695,"Earth",2,"City of Walls and Secrets",14,"Pet store owner","Uh ...  That would be illegal. You'll have to leave now; your lemur is harassing my sparrowkeets.","[Close-up shot. Nervous and perspiring.]","Tim Hedrick","Lauren MacMullan",8.7,0,1996
7695,"Earth",2,"City of Walls and Secrets",14,"Pet store owner","Uh ...  That would be illegal. You'll have to leave now; your lemur is harassing my sparrowkeets.","[Looks at Joo Dee, who is standing behind Sokka and Aang, shaking her head.]","Tim Hedrick","Lauren MacMullan",8.7,0,1996
7697,"Earth",2,"City of Walls and Secrets",14,"University student","Hmm ... I've never seen any sandbenders or nomads around here.  You should ask Professor Zei, he teaches the class on desert cultures.","[Frontal shot.]","Tim Hedrick","Lauren MacMullan",8.7,0,1997
7698,"Earth",2,"City of Walls and Secrets",14,"Sokka","Right. And which of your professors could we ask about the war with the Fire Nation?","[Annoyed.]","Tim Hedrick","Lauren MacMullan",8.7,0,1997
7699,"Earth",2,"City of Walls and Secrets",14,"University student","Uh ...","[Nervously.]","Tim Hedrick","Lauren MacMullan",8.7,0,1997
7701,"Earth",2,"City of Walls and Secrets",14,"University student","I don't know. I'm not a political science student ... I've got to get to class.","[Close-up shot. Still very nervous.]","Tim Hedrick","Lauren MacMullan",8.7,0,1998
7703,"Earth",2,"City of Walls and Secrets",14,"Joo Dee","Well, I'm sorry no one has seen your bison. Why don't you go get some rest‌?  Someone will be over with dinner, later.","[Smiling.]","Tim Hedrick","Lauren MacMullan",8.7,0,1999
7705,"Earth",2,"City of Walls and Secrets",14,"Sokka","Hey, come with me.","[He gestures to the rest of Team Avatar to follow him.]","Tim Hedrick","Lauren MacMullan",8.7,0,2000
